Number of nodes: 18
Number of edges: 29
Number of CESs: 15
Number of events: 139
Number of uncovered edges: 0
Coverage: 100.0
Number of coverage	Edge
4	get balance, select deposit, enter deposit amount
8	select deposit, enter deposit amount, put money
4	enter deposit amount, put money, get balance
1	put money, get balance, select deposit
3	put money, get balance, select withdraw
6	get balance, select withdraw, enter withdraw amount
1	get balance, select withdraw, cancel withdraw
10	select withdraw, enter withdraw amount, take money
6	enter withdraw amount, take money, get balance
3	take money, get balance, select deposit
3	take money, get balance, select withdraw
1	request an interest rate, confirm interest rate approved, enter days left
1	confirm interest rate approved, enter days left, get estimated interest for days left
0	Number of uncovered edges 
